OR4F5	0
AL627309.1	8
OR4F29	3
OR4F16	2
AL669831.1	3
AL645608.2	0
SAMD11	5
AL645608.1	0
NOC2L	5156
KLHL17	466
PLEKHN1	9
C1orf170	2
HES4	24
ISG15	14
AGRN	2290
RNF223	0
C1orf159	621
TTLL10	11
TNFRSF18	1
TNFRSF4	1
SDF4	8996
B3GALT6	2475
FAM132A	3
UBE2J2	4044
SCNN1D	106
ACAP3	3406
PUSL1	146
CPSF3L	7456
GLTPD1	711
TAS1R3	8
DVL1	1128
MXRA8	196
AURKAIP1	2473
CCNL2	17834
RP4-758J18.2	1496
MRPL20	7443
ANKRD65	11
TMEM88B	2
VWA1	99
ATAD3C	163
ATAD3B	3010
ATAD3A	1686
TMEM240	72
SSU72	36170
AL645728.1	156
C1orf233	522
MIB2	597
MMP23B	0
CDK11B	4597
SLC35E2B	5698
CDK11A	3512
SLC35E2	4105
NADK	6233
GNB1	109033
CALML6	21
TMEM52	11
C1orf222	16
GABRD	2
PRKCZ	612
C1orf86	1145
AL590822.2	0
AL590822.1	3
SKI	8079
MORN1	1287
AL589739.1	0
RER1	20953
PEX10	1861
PLCH2	32
PANK4	3298
HES5	1
TNFRSF14	25901
FAM213B	3823
MMEL1	27
TTC34	45
ACTRT2	0
PRDM16	86
ARHGEF16	13
MEGF6	124
TPRG1L	8174
WRAP73	1511
TP73	74
CCDC27	23
SMIM1	19
LRRC47	5404
CEP104	7746
DFFB	1238
C1orf174	3124
AJAP1	14
NPHP4	2140
KCNAB2	71433
AL035406.1	0
CHD5	90
RPL22	19338
RNF207	2434
ICMT	47377
HES3	1
GPR153	2765
ACOT7	12320
HES2	4
ESPN	20
TNFRSF25	25
PLEKHG5	146
NOL9	4644
TAS1R1	12
ZBTB48	2023
KLHL21	7113
PHF13	5014
THAP3	859
DNAJC11	14120
CAMTA1	6485
VAMP3	31473
PER3	4323
UTS2	40
TNFRSF9	5
PARK7	28391
ERRFI1	3511
SLC45A1	30
RERE	16492
ENO1	120291
CA6	8
SLC2A7	3
SLC2A5	13
